Year,Rank,Title,Studio,Worldwide,Domestic,Overseas,Category,Link
2000,1,Mission: Impossible II,Par.,546.4,215.4,331.0,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=mi2.htm
2000,2,Gladiator,DW,457.6,187.7,269.9,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=gladiator.htm
2000,3,Cast Away,Fox,429.6,233.6,196.0,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=castaway.htm
2000,4,What Women Want,Par.,374.1,182.8,191.3,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=whatwomenwant.htm
2000,5,Dinosaur,BV,349.8,137.7,212.1,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=dinosaur.htm
2000,6,How the Grinch Stole Christmas,Uni.,345.1,260.0,85.1,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=grinch.htm
2000,7,Meet the Parents,Uni.,330.4,166.2,164.2,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=meettheparents.htm
2000,8,The Perfect Storm,WB,328.7,182.6,146.1,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=perfectstorm.htm
2000,9,X-Men,Fox,296.3,157.3,139.0,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=xmen.htm
2000,10,What Lies Beneath,DW,291.4,155.5,136.0,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=whatliesbeneath.htm
2000,11,Scary Movie,Mira.,278.0,157.0,121.0,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=scarymovie.htm
2000,12,Charlie's Angels,Sony,264.1,125.3,138.8,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=charliesangels.htm
2000,13,Erin Brockovich,Uni.,256.3,125.6,130.7,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=erinbrockovich.htm
2000,14,Unbreakable,BV,248.1,95.0,153.1,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=unbreakable.htm
2000,15,Gone in 60 Seconds,BV,237.2,101.6,135.6,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=gonein60seconds.htm
2000,16,Chicken Run,DW,224.8,106.8,118.0,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=chickenrun.htm
2000,17,Vertical Limit,Sony,215.7,69.2,146.4,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=verticallimit.htm
2000,18,The Patriot,Sony,215.3,113.3,102.0,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=patriot.htm
2000,19,"Crouching Tiger, Hidden Dragon",SPC,213.5,128.1,85.4,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=crouchingtigerhpage=intl&country=CH&iddendragon.htm
2000,20,Miss Congeniality,WB,212.7,106.8,105.9,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=misscongeniality.htm
2000,21,Traffic,USA,207.5,124.1,83.4,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=traffic.htm
2000,22,Hollow Man,Sony,190.2,73.2,117.0,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=hollowman.htm
2000,23,102 Dalmatians,BV,183.6,67.0,116.7,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=102dalmatians.htm
2000,24,Big Momma's House,Fox,174.0,117.6,56.4,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=bigmommashouse.htm
2000,25,The Emperor's New Groove,BV,169.3,89.3,80.0,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=emperorsnewgroove.htm
2000,26,The Nutty Professor II: The Klumps,Uni.,166.3,123.3,43.0,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=nuttyprofessor2.htm
2000,27,Scream 3,Dim.,161.8,89.1,72.7,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=scream3.htm
2000,28,Chocolat,Mira.,152.7,71.5,81.2,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=chocolat.htm
2000,29,"Me, Myself and Irene",Fox,149.3,90.6,58.7,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=memyselfandirene.htm
2000,30,The Beach,Fox,144.1,39.8,104.3,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=beachthe.htm
2000,31,Remember the Titans,BV,136.7,115.7,21.1,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=rememberthetitans.htm
2000,32,Pokemon: The Movie 2000,WB,133.9,43.8,90.2,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=pokemon2.htm
2000,33,Space Cowboys,WB,128.9,90.5,38.4,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=spacecowboys.htm
2000,34,U-571,Uni.,127.7,77.1,50.5,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=u-571.htm
2000,35,The Family Man,Uni.,124.7,75.8,49.0,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=familyman.htm
2000,36,Road Trip,DW,119.8,68.5,51.2,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=roadtrip.htm
2000,37,Coyote Ugly,BV,113.9,60.8,53.1,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=coyoteugly.htm
2000,38,Final Destination,NL,112.9,53.3,59.5,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=finaldestination.htm
2000,39,The Exorcist Director's Cut,WB,112.1,39.7,72.4,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=exorcist00.htm
2000,40,Mission to Mars,BV,111.0,60.9,50.1,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=missiontomars.htm
2000,41,Disney's The Kid,BV,110.3,69.7,40.6,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=kpage=intl&country=CH&idthe.htm
2000,42,Billy Elliot,Focus,109.3,22.0,87.3,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=billyelliot.htm
2000,43,Shaft,Par.,107.2,70.3,36.9,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=shaft.htm
2000,44,The Whole Nine Yards,WB,106.4,57.3,49.1,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=wholenineyards.htm
2000,45,The Cell,NL,104.2,61.3,42.8,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=cell.htm
2000,46,Rugrats in Paris: The Movie,Par.,103.3,76.5,26.8,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=rugratsinparis.htm
2000,47,Shanghai Noon,BV,99.3,56.9,42.3,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=shanghainoon.htm
2000,48,The Tigger Movie,BV,96.2,45.6,50.6,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=tiggermovie.htm
2000,49,The 6th Day,Sony,96.1,34.6,61.5,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=6thday.htm
2000,50,Romeo Must Die,WB,91.0,56.0,35.1,Top1to50,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=romeomustdie.htm
2000,51,Fantasia 2000 (35mm  IMAX),BV,90.9,60.7,30.2,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=fantasia2000.htm
2000,52,Autumn in New York,MGM,90.7,37.8,53.0,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=autumninnewyork.htm
2000,53,Bring It On,Uni.,90.4,68.4,22.1,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=bringiton.htm
2000,54,Bedazzled (2000),Fox,90.4,37.9,52.5,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=bedazzled.htm
2000,55,Snatch,SGem,83.6,30.3,53.2,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=snatch.htm
2000,56,Men of Honor,Fox,82.3,48.8,33.5,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=menofhonor.htm
2000,57,Finding Forrester,Sony,80.0,51.8,28.2,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=findingforrester.htm
2000,58,The Road to El Dorado,DW,76.4,50.9,25.6,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=roadtoeldorado.htm
2000,59,"Dude, Where's My Car?",Fox,73.2,46.7,26.5,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=dudewheresmycar.htm
2000,60,"O Brother, Where Art Thou?",BV,71.9,45.5,26.4,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=obrotherwhereartthou.htm
2000,61,Rules of Engagement,Par.,71.7,61.3,10.4,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=rulesofengagement.htm
2000,62,Frequency,NL,68.1,45.0,23.1,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=frequency.htm
2000,63,Thirteen Days,NL,66.6,34.6,32.0,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=thirteendays.htm
2000,64,Proof of Life,WB,62.8,32.6,30.2,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=proofoflife.htm
2000,65,Snow Day,Par.,62.5,60.0,2.4,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=snowday.htm
2000,66,28 Days,Sony,62.2,37.2,25.0,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=28days.htm
2000,67,Taxi 2,Lions,60.7,6.3,60.1,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=taxi2.htm
2000,68,Keeping the Faith,BV,59.9,37.0,22.9,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=keepingthefaith.htm
2000,69,Next Friday,NL,59.8,57.3,2.5,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=nextfrpage=intl&country=CH&iday.htm
2000,70,The Flintstones in Viva Rock Vegas,Uni.,59.5,35.3,24.2,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=flintstones2.htm
2000,71,The Ninth Gate,Art.,58.4,18.7,39.7,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=ninethgate.htm
2000,72,Little Nicky,NL,58.3,39.5,18.8,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=littlenicky.htm
2000,73,Pay It Forward,WB,55.7,33.5,22.2,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=payitforward.htm
2000,74,Bounce,Mira.,53.4,36.8,16.6,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=bounce.htm
2000,75,Pitch Black,USA,53.2,39.2,13.9,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=pitchblack.htm
2000,76,Hanging Up,Sony,51.9,36.1,15.8,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=hangingup.htm
2000,77,The Skulls,Uni.,50.8,35.0,15.8,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=skulls.htm
2000,78,The Replacements,WB,50.1,44.7,5.3,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=replacements.htm
2000,79,Book of Shadows: Blair Witch 2,Art.,47.7,26.4,21.3,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=blairwitch2.htm
2000,80,Almost Famous,DW,47.4,32.5,14.8,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=almostfamous.htm
2000,81,The Watcher,Uni.,47.3,28.9,18.3,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=watcher.htm
2000,82,High Fidelity,BV,47.1,27.3,19.8,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=highfpage=intl&country=CH&idelity.htm
2000,83,Dracula 2000,Mira.,47.1,33.0,14.0,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=dracula2000.htm
2000,84,The Gift,ParC,44.6,12.0,32.6,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=giftthe.htm
2000,85,Where the Heart Is,Fox,40.9,33.8,7.1,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=wheretheheartis.htm
2000,86,Bless the Child,Par.,40.4,29.4,11.1,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=blessthechild.htm
2000,87,The Art of War,WB,40.4,30.2,10.2,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=artofwar.htm
2000,88,Dancer in the Dark,FL,40.0,4.2,35.8,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=dancerinthedark.htm
2000,89,The Legend of Bagger Vance,DW,39.5,30.9,8.5,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=legendofbaggervance.htm
2000,90,Urban Legends: Final Cut,Sony,38.6,21.5,17.1,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=urbanlegendsfinalcut.htm
2000,91,Titan A.E.,Fox,36.8,22.8,14.0,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=titanae.htm
2000,92,Return to Me,MGM,36.6,32.7,3.9,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=returntome.htm
2000,93,My Dog Skip,WB,35.5,34.1,1.4,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=mydogskip.htm
2000,94,The Adventures of Rocky  Bullwinkle,Uni.,35.1,26.0,9.1,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=rockyandbullwinkle.htm
2000,95,American Psycho,Lions,34.3,15.1,19.2,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=americanpsycho.htm
2000,96,Dungeons  Dragons,NL,33.8,15.2,18.6,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=dungeonsanddragons.htm
2000,97,Red Planet,WB,33.5,17.5,16.0,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=redplanet.htm
2000,98,Wonder Boys,Par.,33.4,19.4,14.0,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=wonderboys.htm
2000,99,Reindeer Games,Mira.,32.2,23.4,8.8,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=reindeergames.htm
2000,100,Lost Souls,NL,31.4,16.8,14.5,Top51to100,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=lostsouls.htm
2000,101,Small Time Crooks,DW,29.9,17.3,12.7,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=smalltimecrooks.htm
2000,102,Battlefield Earth,WB,29.7,21.5,8.3,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=battlefieldearth.htm
2000,103,Nurse Betty,USA,29.4,25.2,4.2,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=nursebetty.htm
2000,104,Boiler Room,NL,28.8,17.0,11.8,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=boilerroom.htm
2000,105,The Little Vampire,NL,28.0,13.6,14.4,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=littlevampire.htm
2000,106,Love  Basketball,NL,27.7,27.5,2.7,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=loveandbasketball.htm
2000,107,Cirque du Soleil: Journey of Man (IMAX),SPC,27.5,15.6,11.9,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=jorneyofmanimax.htm
2000,108,Center Stage,Sony,26.4,17.2,9.2,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=centerstage.htm
2000,109,Saving Grace,FL,26.3,12.2,14.2,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=savinggrace.htm
2000,110,Boys and Girls,Dim.,25.9,21.8,4.1,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=boysandgirls.htm
2000,111,Down to You,Mira.,24.4,20.1,4.4,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=downtoyou.htm
2000,112,The Next Best Thing,Par.,24.4,15.0,9.4,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=nextbestthing.htm
2000,113,Dr. T and the Women,Art.,22.8,13.1,9.7,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=drtandthewomen.htm
2000,114,The Contender,DW,22.4,17.9,4.5,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=contender.htm
2000,115,Michael Jordan to the Max (IMAX),Imax,21.3,18.7,2.6,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=michaeljordanimax.htm
2000,116,Best in Show,WB,20.8,18.7,2.1,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=bestinshow.htm
2000,117,Thomas and the Magic Railroad,Dest.,19.7,15.9,3.8,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=thomasandthemagicrailroad.htm
2000,118,Get Carter,WB,19.4,15.0,4.4,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=getcarter.htm
2000,119,Loser,Sony,18.4,15.6,2.8,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=loser.htm
2000,120,All the Pretty Horses,Mira.,18.1,15.5,2.6,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=alltheprettyhorses.htm
2000,121,Quills,FoxS,18.0,7.1,10.9,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=quills.htm
2000,122,Eye of the Beholder,Dest.,17.6,16.5,1.1,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=eyeofthebeholder.htm
2000,123,Cyberworld 3-D (IMAX),Imax,16.7,11.3,5.4,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=cyberworld3dimax.htm
2000,124,Digimon: The Movie,Fox,16.6,9.6,7.0,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=digimon.htm
2000,125,Drowning Mona,Dest.,15.9,15.5,4.0,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=drowningmona.htm
2000,126,Highlander: Endgame,Mira.,15.8,12.8,3.0,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=highlanderendgame.htm
2000,127,Bait,WB,15.5,15.3,1.5,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=bait.htm
2000,128,Supernova,MGM,14.8,14.2,6.0,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=supernova.htm
2000,129,Malena,Mira.,14.5,3.4,11.0,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=malena.htm
2000,130,I Dreamed of Africa,Sony,14.4,6.7,7.7,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=page=intl&country=CH&idreamedofafrica.htm
2000,131,What Planet Are You From?,Sony,14.1,6.3,7.9,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=whatplanetareyoufrom.htm
2000,132,The Ladies Man,Par.,13.7,13.6,1.3,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=ladiesman.htm
2000,133,Solarmax,Hel.,13.4,13.4,0.0,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=solarmax.htm
2000,134,The Crew,BV,13.1,13.0,0.8,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=crew.htm
2000,135,The Way of the Gun,Art.,13.1,6.1,7.0,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=wayofthegun.htm
2000,136,Godzilla 2000,Sony,12.9,10.0,2.9,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=godzilla2000.htm
2000,137,Gossip,WB,12.6,5.1,7.5,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=gossip.htm
2000,138,Ready to Rumble,WB,12.5,12.4,0.6,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=readytorumble.htm
2000,139,Shadow of the Vampire,Lions,11.2,8.3,2.9,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=shadowofthevampire.htm
2000,140,You Can Count on Me,ParC,11.0,9.2,1.8,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=youcancountonme.htm
2000,141,Lucky Numbers,Par.,10.9,10.0,8.5,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=luckynumbers.htm
2000,142,Here on Earth,Fox,10.9,10.5,3.5,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=hereonearth.htm
2000,143,Pollock,SPC,10.6,8.6,2.0,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=pollock.htm
2000,144,Anatomy,Sony,10.5,0.1,10.5,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=anatomy.htm
2000,145,The Virgin Suicides,ParC,10.4,4.9,5.5,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=virginesuicpage=intl&country=CH&ides.htm
2000,146,Woman on Top,FoxS,10.2,5.0,5.2,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=womanontop.htm
2000,147,Whatever It Takes,Sony,9.9,8.7,1.2,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=whateverittakes.htm
2000,148,Ghost Dog: Way of the Samurai,Art.,9.4,3.3,6.1,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=ghostdog.htm
2000,149,State and Main,FL,9.2,6.9,2.3,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=stateandmain.htm
2000,150,Before Night Falls,FL,8.5,4.2,4.3,Top101to150,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=beforenightfalls.htm
2000,151,Butterfly,Mira.,7.7,2.1,5.6,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=butterfly.htm
2000,152,Requiem for a Dream,Art.,7.4,3.6,3.8,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=requiemforadream.htm
2000,153,Where the Money Is,USA,7.2,5.7,1.6,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=wherethemoneyis.htm
2000,154,Screwed,Uni.,7.2,7.0,1.7,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=screwed.htm
2000,155,Croupier,TSG,7.1,6.2,8.7,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=croupier.htm
2000,156,Duets,BV,6.6,4.7,1.9,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=duets.htm
2000,157,East-West,SPC,6.0,2.3,3.7,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=east-west.htm
2000,158,Black and White,Sony,5.5,5.3,2.6,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=blackandwhite.htm
2000,159,The House of Mirth,SPC,5.2,3.0,2.1,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=houseofmirth.htm
2000,160,Whipped,Dest.,4.8,4.2,6.2,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=whipped.htm
2000,161,The Tao of Steve,SPC,4.4,4.3,0.6,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=taoofsteve.htm
2000,162,Mohabbatein,Yash,4.3,1.1,3.2,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=mohabbatein.htm
2000,163,Bossa Nova,Sony,4.1,1.8,2.2,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=bossanova.htm
2000,164,Up at the Villa,USA,3.7,2.9,8.1,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=upatthevilla.htm
2000,165,The Big Kahuna,Lions,3.7,3.2,5.6,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=bigkahuna.htm
2000,166,Price of Glory,NL,3.5,3.4,1.1,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=priceofglory.htm
2000,167,Gun Shy,BV,3.2,1.6,1.6,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=gunshy.htm
2000,168,Beautiful,Dest.,3.2,3.2,0.1,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=beautiful.htm
2000,169,Isn't She Great,Uni.,3.0,3.0,0.4,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=instshegreat.htm
2000,170,The Color of Paradise,SPC,2.7,1.8,9.1,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=colorofparadise.htm
2000,171,But I'm a Cheerleader,Lions,2.6,2.2,3.9,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=butimacheerleader.htm
2000,172,Bamboozled,NL,2.5,2.3,1.9,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=bamboozled.htm
2000,173,Shower,Sony,2.2,1.2,9.9,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=shower.htm
2000,174,Left Luggage,Castle,2.1,1.1,1.0,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=leftluggage.htm
2000,175,Blood Simple (re-issue),USA,2.1,1.7,3.7,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=bloodsimple00.htm
2000,176,Hamlet (2000),Mira.,2.0,1.6,4.7,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=hamlet2000.htm
2000,177,The Broken Hearts Club,SPC,2.0,1.7,2.7,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=brokenheartsclub.htm
2000,178,Cecil B. Demented,Art.,2.0,1.3,6.8,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=cecilbdemented.htm
2000,179,The Girl on the Bridge,ParC,1.7,1.7,0.0,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=girlonthebrpage=intl&country=CH&idge.htm
2000,180,Rear Window (Re-issue),USA,1.7,1.6,1.2,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=rearwindow00.htm
2000,181,Girlfight,SGem,1.7,1.6,1.0,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=girlfight.htm
2000,182,A Hard Day's Night (Re-issue),Mira.,1.7,9.6,7.0,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=harddaysnight00.htm
2000,183,What's Cooking,Lions,1.6,1.0,6.0,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=whatscooking.htm
2000,184,Time Code,Sony,1.4,1.1,3.7,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=timecode.htm
2000,185,Backstage,Mira.,1.2,1.2,0.0,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=backstage.htm
2000,186,Chuck  Buck,Art.,1.2,1.1,1.3,Top151to200,http://www.boxofficemojo.com/movies/?page=intl&country=CH&id=chuckandbuck.htm
